;Quận;Phường;Loại hình nhà ở;Giấy tờ pháp lý;Số tầng;Phòng Khách;Car room;Số phòng ngủ;WC;Diện tích; Dài ;    Rộng    ;Giá/m2;;;Quận Ba Đình;;Quận;;;
4115;8;1;2;1;6;1;0;7;6;50;12;3,65;72;;;;;;;;
4534;9;3;2;4;7;1;1;9;6;95;19;5;142;;;;;;;;
52945;7;19;3;1;1;1;0;2;1;43;10;2,89;61;;;;;;;;
4722;5;3;2;1;5;2;0;6;5;77;63,05;3,31;140;;;;;;;;
52949;1;6;3;4;6;1;0;4;5;42;9;3,24;90;;;;;;;;
52952;1;13;3;1;5;1;1;4;4;60;12;5;100;;;;;;;;
52953;8;2;3;1;4;1;0;3;4;36;9;3,66;100;;;;;;;;
52956;4;1;3;4;6;2;0;4;4;55;44,71;3,44;70;;;;;;;;
52961;5;6;3;1;5;1;0;5;3;45;11;3,39;103;;;;;;;;
52964;8;1;4;1;5;1;0;6;3;60;12;5;125;;;;;;;;
52965;6;10;3;1;3;1;0;3;3;43;20,86;3,07;90;;;;;;;;
52967;10;15;3;1;5;1;0;4;4;37;13,03;3,88;72;;;;;;;;
52968;12;4;3;1;2;1;0;2;4;30;5;6;133;;;;;;;;
52970;6;10;3;4;2;1;0;3;2;29;19,96;3,84;82;;;;;;;;
52972;10;15;3;1;4;1;0;3;2;33;27,68;3,32;78;;;;;;;;
52974;7;16;3;1;4;1;0;4;4;40;5,71;7;117;;;;;;;;
52979;7;18;1;4;3;1;1;6;3;60;9;7;109;;;;;;;;
52980;10;16;3;1;4;1;0;4;3;38;12;34;48;;;;;;;;
52982;8;8;3;1;5;2;0;4;3;48;12;3,97;56;;;;;;;;
4801;6;9;2;1;4;1;1;3;3;26;16,76;2,29;126;;;;;;;;
4834;8;8;2;1;6;2;0;6;5;39;31,22;3,85;161;;;;;;;;
52988;10;8;3;1;4;1;0;5;4;31;7;3,38;82;;;;;;;;
52989;1;5;3;1;5;2;0;3;4;20;9,6;3,24;100;;;;;;;;
52994;10;8;3;1;4;1;0;4;2;30;8;3,38;85;;;;;;;;
52996;8;3;3;1;5;1;0;3;5;26;10;3,6;101;;;;;;;;
52997;12;7;3;1;4;1;0;3;3;32;9,7;3,75;68;;;;;;;;
53000;9;5;3;1;3;1;0;4;4;35;7;3,75;131;;;;;;;;
53004;9;6;3;1;5;2;0;4;4;34;6,18;5,5;88;;;;;;;;
4868;7;16;2;1;4;1;0;3;4;32;17,08;3,51;121;;;;;;;;
4912;5;2;2;4;4;1;1;5;2;40;20,02;2,27;73;;;;;;;;
4940;6;13;2;1;8;1;1;9;6;80;51,24;3,57;237;;;;;;;;
53014;12;4;3;1;4;1;1;4;3;46;13;3,07;80;;;;;;;;
53016;10;16;3;1;3;1;0;4;4;39;12;34;47;;;;;;;;
53018;1;5;3;1;4;1;0;3;2;30;22,68;3,38;96;;;;;;;;
5012;10;7;2;1;4;1;0;4;4;48;15;3,39;104;;;;;;;;
53027;5;8;3;4;3;1;0;6;3;42;11;3,49;114;;;;;;;;
53028;6;13;3;1;4;1;0;3;2;42;23,18;3,39;97;;;;;;;;
53029;10;12;3;1;1;1;0;2;1;45;9;3,2;57;;;;;;;;
53032;5;2;3;1;5;2;0;3;5;31;19,7;3,55;104;;;;;;;;
53034;7;6;3;1;5;2;0;3;5;32;10;3,55;75;;;;;;;;
5111;10;6;2;1;5;1;0;4;5;42;12;3,19;82;;;;;;;;
53037;10;5;3;1;2;1;0;2;4;44;9;3,91;59;;;;;;;;
53047;3;1;3;1;4;1;0;3;4;30;8;35;101;;;;;;;;
53048;10;10;3;1;4;1;0;3;3;30;9;3,72;51;;;;;;;;
53049;19;6;3;1;3;1;0;3;4;30;9;3,77;40;;;;;;;;
53050;9;8;3;4;1;1;0;3;1;30;13,12;3,97;83;;;;;;;;
53051;10;5;4;4;5;1;0;5;4;50;28,65;3,7;98;;;;;;;;
53052;4;12;4;4;3;1;0;5;2;92;14;6;78;;;;;;;;
53053;7;18;3;4;1;1;0;3;1;30;28,4;3,81;103;;;;;;;;
53054;9;3;3;1;4;1;0;2;4;35;7;3,26;77;;;;;;;;
53055;9;3;3;1;6;2;0;5;6;45;37,85;3,62;73;;;;;;;;
5165;5;7;2;4;8;2;1;7;6;90;15;6;116;;;;;;;;
53057;8;2;3;4;3;1;0;4;4;35;10;3,95;74;;;;;;;;
53060;8;5;3;1;4;1;1;4;4;51;26,63;3,5;62;;;;;;;;
53067;10;5;3;1;2;1;0;2;2;44;9;2,54;56;;;;;;;;
53069;6;17;3;4;4;1;0;4;4;66;16;5;69;;;;;;;;
53072;9;4;3;1;5;1;0;6;3;53;13;2,7;105;;;;;;;;
53074;6;4;3;1;3;1;0;1;4;17;13,18;3,63;107;;;;;;;;
53075;5;2;3;1;5;1;0;4;5;50;12;2,25;180;;;;;;;;
53076;8;2;1;1;3;1;1;6;2;116;19,33;6;112;;;;;;;;
5314;5;7;2;1;4;1;0;4;3;50;10;3;134;;;;;;;;
5339;10;13;2;1;4;1;0;3;2;90;18;5,1;127;;;;;;;;
53080;8;11;3;4;6;2;0;5;4;32;6,15;5,2;87;;;;;;;;
53081;9;6;3;1;4;1;0;3;4;44;9;3,3;86;;;;;;;;
53082;8;2;3;4;3;1;0;4;2;35;10;3,17;74;;;;;;;;
5458;4;1;2;1;6;2;0;10;4;90;15;6;107;;;;;;;;
53085;10;4;4;1;4;1;1;8;2;92;20;3,6;211;;;;;;;;
5510;8;8;2;4;6;1;0;4;4;42;18,72;3,42;67;;;;;;;;
53089;11;7;3;4;1;1;0;3;1;44;12;3,8;67;;;;;;;;
53090;9;10;3;1;5;1;0;4;3;32;20,52;2,82;90;;;;;;;;
53091;1;4;3;4;4;1;0;4;3;40;10;2,92;110;;;;;;;;
5537;7;14;2;1;3;1;1;4;4;50;13;3,83;128;;;;;;;;
53102;13;4;1;1;5;2;2;6;3;90;18;5;11;;;;;;;;
5611;10;13;2;4;5;1;1;4;4;95;19;5;200;;;;;;;;
53106;10;15;4;1;4;1;0;4;2;70;16;3,49;92;;;;;;;;
53114;1;6;3;1;5;2;0;5;5;80;13,33;6;231;;;;;;;;
53118;5;6;3;1;4;1;0;4;3;69;17;3,75;63;;;;;;;;
53121;8;13;3;1;5;1;0;3;3;33;12,15;3,82;60;;;;;;;;
5698;8;9;2;4;5;1;0;10;4;69;13,8;5;65;;;;;;;;
53123;9;3;3;1;6;2;0;4;5;45;12;3,05;56;;;;;;;;
53124;7;6;3;1;4;1;0;4;4;45;11;3,75;75;;;;;;;;
53125;10;9;4;1;5;2;0;4;3;50;17,39;3,84;110;;;;;;;;
53127;10;16;3;4;1;1;0;2;1;45;15,44;3,62;48;;;;;;;;
53128;9;6;3;1;4;1;0;3;2;44;10;3,36;68;;;;;;;;
53129;3;3;3;4;1;1;0;3;1;90;15;6;86;;;;;;;;
5744;11;1;2;1;1;1;0;2;1;35;6,73;5,2;122;;;;;;;;
53132;8;8;3;1;4;1;0;3;3;36;25,42;3,57;84;;;;;;;;
53133;1;6;3;1;5;1;1;6;4;50;43,67;2,4;90;;;;;;;;
53135;10;14;4;1;4;1;1;4;3;75;15;5;90;;;;;;;;
53141;9;4;3;1;5;2;0;3;3;26;8;3,54;94;;;;;;;;
5785;9;2;2;1;2;1;1;3;2;33;8;3,62;71;;;;;;;;
53143;9;3;3;1;6;2;0;4;4;35;9;3,14;88;;;;;;;;
53149;1;3;3;1;7;2;1;5;5;51;8,5;6;155;;;;;;;;
53150;6;16;3;1;2;1;0;1;3;28;9,41;3,98;78;;;;;;;;
53151;1;3;3;1;5;2;1;6;4;50;5;10;136;;;;;;;;
5895;12;9;2;1;4;1;1;4;2;58;12,61;2,25;115;;;;;;;;
53153;6;16;3;1;6;2;0;7;6;66;8,25;8;75;;;;;;;;
53154;4;2;3;1;4;1;1;5;3;100;20;5;57;;;;;;;;
53156;4;8;3;1;5;1;0;3;3;31;23,1;3,88;83;;;;;;;;
53157;6;13;3;1;2;1;0;2;4;33;12,41;3,79;160;;;;;;;;
53161;9;6;3;4;3;1;1;4;2;60;25,46;3,84;80;;;;;;;;
6060;2;6;2;1;4;1;1;4;2;43;9;3,83;395;;;;;;;;
53165;9;3;3;1;5;2;0;3;4;48;16,76;3,83;122;;;;;;;;
53170;7;19;3;1;3;1;0;2;2;40;8;3,82;49;;;;;;;;
53171;6;17;3;1;5;1;1;6;4;120;20;6;125;;;;;;;;
6096;9;3;2;1;5;2;0;4;5;35;5;7;84;;;;;;;;
53173;8;9;3;1;3;1;0;5;3;42;11;2,41;65;;;;;;;;
53175;3;4;1;1;4;1;1;6;3;120;17;6;208;;;;;;;;
53180;6;20;3;4;4;1;0;4;3;43;15,97;3,35;83;;;;;;;;
53181;5;8;3;1;5;1;0;5;5;50;12;3,99;90;;;;;;;;
53186;19;6;3;1;3;1;0;2;2;30;6;3,16;43;;;;;;;;
53189;9;11;3;1;6;1;0;4;6;35;10;3,66;100;;;;;;;;
53190;8;3;3;1;5;2;0;7;3;43;32,21;2,35;81;;;;;;;;
53192;10;3;3;4;2;1;0;3;4;42;11;3,57;34;;;;;;;;
53197;8;6;3;1;2;1;0;2;3;28;9;3,88;52;;;;;;;;
53199;4;7;3;1;2;1;0;2;4;45;11;3,68;52;;;;;;;;
6262;3;4;2;4;1;1;0;3;1;120;12;10;266;;;;;;;;
6291;9;5;2;1;5;2;1;7;3;38;9;3,55;72;;;;;;;;
53207;6;7;3;4;4;1;0;6;2;55;13;3,2;103;;;;;;;;
53208;4;6;3;4;1;1;0;3;1;30;15,84;3,42;103;;;;;;;;
53213;5;2;3;1;5;2;1;4;5;50;12;2,4;180;;;;;;;;
53214;9;6;3;1;4;1;1;4;2;60;12;5;80;;;;;;;;
53215;11;7;4;1;3;1;0;3;4;70;14;5;85;;;;;;;;
6294;9;5;2;4;5;2;1;4;5;43;11;3,49;93;;;;;;;;
53217;10;2;1;4;5;2;1;5;3;175;18;9;70;;;;;;;;
6357;4;7;2;1;5;1;0;10;5;88;15;6;215;;;;;;;;
6371;1;12;2;1;4;1;0;10;2;70;17;2,48;471;;;;;;;;
53221;9;4;3;1;6;1;1;6;5;81;11;7;70;;;;;;;;
6519;10;15;2;1;5;2;1;3;4;38;10,5;2,29;57;;;;;;;;
53229;9;5;3;1;2;1;0;3;2;11;4;2,44;90;;;;;;;;
53232;6;3;3;1;5;2;0;4;4;36;9;3,76;83;;;;;;;;
6897;9;4;2;1;5;1;0;8;5;56,6;12,2;3,83;142;;;;;;;;
53238;7;13;3;1;4;1;0;3;4;31;30,03;2,35;78;;;;;;;;
6922;8;11;2;1;4;1;0;4;2;45;21,02;2,56;62;;;;;;;;
53240;4;9;3;1;4;1;0;4;3;66;26,18;3,62;44;;;;;;;;
53241;9;3;3;1;6;1;0;3;6;30;8;3,3;83;;;;;;;;
6941;10;2;2;1;4;1;1;4;3;44;22,16;3,06;113;;;;;;;;
53243;6;6;3;1;2;1;0;3;4;55;18;2,27;101;;;;;;;;
53244;6;4;3;1;4;1;0;2;3;20;5;3,8;93;;;;;;;;
7252;9;9;2;1;9;2;0;10;9;85;17;5;198;;;;;;;;
7380;4;4;2;1;5;2;0;6;3;65;9;7;41;;;;;;;;
53259;11;12;3;1;4;1;0;4;4;44;11,58;3,6;118;;;;;;;;
53261;7;19;3;1;4;1;0;4;2;34;9;3,37;67;;;;;;;;
53268;5;6;3;1;5;2;0;4;3;45;7,5;6;131;;;;;;;;
53270;10;10;3;1;6;2;0;4;4;38;12;3,78;49;;;;;;;;
53274;1;9;3;4;5;1;1;4;3;70;37,39;3,83;40;;;;;;;;
53277;5;3;3;2;5;1;0;3;3;54;12;3,83;55;;;;;;;;
7514;10;13;2;1;1;1;0;3;1;110;15,71;7;31;;;;;;;;
53280;6;10;3;4;1;1;0;3;1;26;6;3,04;75;;;;;;;;
7555;6;10;2;1;4;1;0;4;4;22;10,2;3,15;222;;;;;;;;
53284;10;16;3;1;6;1;0;4;6;41;8;3,5;40;;;;;;;;
7608;12;1;2;1;1;1;0;2;1;108;17;5;82;;;;;;;;
53290;10;7;4;1;5;1;0;6;3;65;22,9;2,32;158;;;;;;;;
53291;4;8;3;4;3;1;0;4;3;32;8;3,81;93;;;;;;;;
53292;6;6;3;1;4;1;0;3;3;35;15,24;2,94;71;;;;;;;;
7839;10;7;2;4;5;1;1;4;4;40;11,5;3,32;120;;;;;;;;
53294;10;5;4;1;7;2;1;8;6;50;12;3,86;130;;;;;;;;
53296;7;8;3;1;6;1;0;4;5;43;8;3,7;72;;;;;;;;
53297;6;3;3;1;4;1;0;5;2;36;9;6;110;;;;;;;;
7877;7;17;2;4;5;2;1;5;3;41;14,45;3,96;192;;;;;;;;
53299;1;6;3;1;4;1;0;3;3;38;15,66;3,62;97;;;;;;;;
7891;10;15;2;1;4;1;1;4;3;36;9;3,87;72;;;;;;;;
53301;8;5;3;1;4;1;1;4;2;90;12,86;7;153;;;;;;;;
8149;1;3;2;4;5;1;0;4;3;42;6,77;6,2;238;;;;;;;;
53303;6;13;3;1;5;2;0;3;5;38;8;3,67;100;;;;;;;;
53306;6;8;3;1;5;1;0;3;5;35;18,59;2,85;160;;;;;;;;
53308;5;2;3;1;5;1;0;5;3;35;9;3,97;85;;;;;;;;
8166;6;10;2;1;4;1;0;3;4;28;18,42;3,47;82;;;;;;;;
8239;1;6;2;1;6;1;1;3;5;40;26,83;3,61;190;;;;;;;;
53318;3;1;3;1;4;1;0;3;4;32;11;3,64;96;;;;;;;;
8256;5;6;2;4;5;1;0;6;5;65;10;6,5;263;;;;;;;;
53323;5;3;3;1;5;2;0;5;5;42;10;3,9;85;;;;;;;;
8340;5;8;2;1;5;2;1;6;3;57;56,74;2,93;100;;;;;;;;
53325;8;3;3;1;4;1;1;4;2;60;10;6;93;;;;;;;;
8344;8;14;2;1;4;1;1;3;4;64;42,85;3,86;125;;;;;;;;
8361;8;3;2;4;4;1;1;4;4;45;30,94;3,69;102;;;;;;;;
53328;12;4;3;4;1;1;1;1;1;50;10;5;54;;;;;;;;
53330;8;4;3;4;6;1;1;4;4;46;25,97;2,53;58;;;;;;;;
53331;11;12;3;1;5;1;0;4;5;33;10;3,6;81;;;;;;;;
53332;9;7;3;1;5;2;0;3;4;37;32,19;3,77;86;;;;;;;;
8382;1;10;2;1;4;1;1;4;2;135;9;12;481;;;;;;;;
53335;9;5;3;1;1;1;0;3;1;34;16,03;3,02;97;;;;;;;;
53336;1;1;4;1;7;1;0;10;5;66;13;5;174;;;;;;;;
53338;10;9;4;1;3;1;0;4;2;55;11;5;90;;;;;;;;
53340;8;4;3;1;4;1;0;4;4;40;18,84;3,64;67;;;;;;;;
53341;4;9;3;1;4;1;1;3;3;66;32,77;3,7;44;;;;;;;;
53344;6;17;3;4;2;1;0;3;2;35;7;3,02;148;;;;;;;;
53345;7;17;3;4;4;1;1;4;2;55;12;3,85;59;;;;;;;;
8399;6;5;2;1;5;1;1;4;3;30;6;3,56;131;;;;;;;;
53348;7;18;3;1;4;1;0;4;3;47;35,56;3;244;;;;;;;;
53349;5;3;3;1;6;2;0;10;4;100;20;5;95;;;;;;;;
53352;6;13;3;4;4;1;0;4;2;45;21,7;3,43;88;;;;;;;;
53354;6;4;3;1;5;1;0;4;5;30;6;3,91;116;;;;;;;;
8478;6;21;2;1;9;2;1;5;9;70;6,8;10,6;378;;;;;;;;
8579;1;1;2;1;3;1;1;3;4;40;13,33;3,88;78;;;;;;;;
8611;1;12;2;1;4;1;1;4;3;70;14;5;342;;;;;;;;
53364;5;8;3;1;6;2;0;5;4;40;10;3,54;72;;;;;;;;
53368;6;8;3;1;2;1;0;3;4;30;5;3,31;91;;;;;;;;
8621;9;3;2;1;4;1;0;6;3;60;15;2,97;150;;;;;;;;
8746;10;5;2;4;5;2;0;4;4;30;19,99;3,9;88;;;;;;;;
53371;9;3;3;1;1;1;0;1;1;30;11,26;3,98;63;;;;;;;;
53372;6;10;3;4;2;1;0;3;2;60;14;3,75;60;;;;;;;;
53373;1;7;3;1;2;1;0;2;4;40;22,72;3,89;92;;;;;;;;
8816;10;11;2;1;5;2;1;8;5;70;39,42;3,04;110;;;;;;;;
53375;28;13;3;4;2;1;0;2;2;34;12;3,57;32;;;;;;;;
53376;9;1;3;1;1;1;0;2;1;37;14,49;3,07;62;;;;;;;;
53386;10;8;3;1;5;2;0;4;5;38;10;3,95;103;;;;;;;;
53389;1;3;3;1;5;1;0;3;3;24;23,53;3,56;91;;;;;;;;
53391;9;9;3;1;6;2;0;9;4;40;10;3,94;82;;;;;;;;
53392;6;15;3;1;5;1;0;3;4;35;32,78;3,68;84;;;;;;;;
53395;6;10;3;1;5;1;0;4;3;42;10;2,43;91;;;;;;;;
8901;9;4;2;1;4;1;1;4;3;65;8,13;8;201;;;;;;;;
8919;8;13;2;1;5;2;1;6;3;35;10;3,53;91;;;;;;;;
8934;7;20;2;4;6;1;0;4;5;57;15;2,82;254;;;;;;;;
53407;7;6;3;1;4;1;0;2;2;53;10;3,58;113;;;;;;;;
8988;4;1;2;1;5;1;0;3;3;30;5,45;5,5;98;;;;;;;;
53411;4;7;3;4;6;2;0;4;6;40;30,04;3,84;70;;;;;;;;
53412;7;18;3;4;1;1;0;3;1;30;8;3,48;88;;;;;;;;
53413;6;1;3;4;1;1;0;3;1;44;6,29;7;82;;;;;;;;
9043;18;1;2;4;2;1;1;3;2;104;5;24;72;;;;;;;;
9164;6;7;2;4;5;2;1;6;4;67;10,81;6,2;216;;;;;;;;
53418;10;2;3;4;6;1;0;4;5;38;27,91;3,72;48;;;;;;;;
53419;18;1;3;1;2;1;1;2;2;50;15;2,49;64;;;;;;;;
9269;4;14;2;1;5;2;1;6;3;58,5;15;3,74;102;;;;;;;;
53422;1;6;3;4;3;1;0;4;3;42;19,69;3,02;85;;;;;;;;
53423;2;3;3;4;2;1;0;2;3;82;11;3,56;41;;;;;;;;
53424;7;10;3;4;3;1;0;4;2;50;12;3,58;65;;;;;;;;
53425;10;13;4;1;5;1;1;4;3;50;31,93;2,34;84;;;;;;;;
53426;6;16;3;4;2;1;0;3;4;17;3;5,67;152;;;;;;;;
53428;9;6;3;4;3;1;0;4;3;38;30,68;3,79;78;;;;;;;;
53429;10;13;3;4;4;1;0;3;4;40;10;3,33;105;;;;;;;;
9310;10;5;2;1;5;2;1;6;3;40;18,53;3,08;107;;;;;;;;
53431;8;4;3;1;5;2;0;6;3;46;18,37;3,85;63;;;;;;;;
53432;7;18;3;1;3;1;1;2;2;50;20,01;3,43;65;;;;;;;;
53438;7;3;3;1;5;2;0;3;4;57;12,3;3,38;64;;;;;;;;
53440;7;19;3;1;4;1;0;4;3;42;11,6;2,39;63;;;;;;;;
9352;10;17;2;1;4;1;1;3;2;27;7,5;3,06;110;;;;;;;;
53442;4;8;3;1;5;2;1;3;4;62;24,75;3,86;51;;;;;;;;
53444;5;5;3;1;4;1;0;4;3;55;11;5;60;;;;;;;;
53446;9;11;3;1;5;2;0;4;4;32;25,24;3,39;109;;;;;;;;
53447;7;18;3;1;5;1;0;4;3;53;9,3;5,7;166;;;;;;;;
53449;6;8;3;1;9;2;0;10;8;94;11,75;8;91;;;;;;;;
53451;6;4;3;1;1;1;0;3;1;25;7;2,25;74;;;;;;;;
53452;7;6;3;1;1;1;0;2;1;43;11,7;3,97;52;;;;;;;;
53454;4;8;3;4;5;2;1;4;5;46;20;6,6;67;;;;;;;;
53457;7;19;3;1;5;1;0;3;3;27;4,5;6;85;;;;;;;;
53459;8;8;3;1;5;2;0;3;5;36;7;3,26;97;;;;;;;;
53461;6;19;3;1;3;1;0;2;4;28;18,2;3,31;71;;;;;;;;
53466;5;4;3;1;6;2;1;5;5;58;11,6;5;141;;;;;;;;
53467;1;5;3;1;3;1;0;2;2;23;12,44;2,57;100;;;;;;;;
53468;9;1;3;1;4;1;1;5;2;60;20,38;3,2;80;;;;;;;;
53469;4;7;3;1;4;1;0;3;2;36;6,55;5,5;87;;;;;;;;
53470;8;5;3;1;5;2;0;3;3;25;9;2,41;90;;;;;;;;
53472;9;9;3;1;6;1;0;9;6;40;10;3,79;82;;;;;;;;
53473;5;3;3;1;6;2;0;9;6;40;6,67;6;107;;;;;;;;
53476;5;4;3;1;5;1;0;4;5;55;10;5,5;60;;;;;;;;
9492;10;17;2;4;5;1;1;4;4;56;14;3,83;142;;;;;;;;
53479;3;1;3;1;4;1;0;2;2;33;11;3,05;95;;;;;;;;
53483;6;6;3;1;5;1;0;6;3;85;12;5;69;;;;;;;;
53484;12;5;3;1;5;1;1;6;4;50;12;3,81;75;;;;;;;;
9653;6;9;2;1;5;2;0;4;5;88;17,6;5;100;;;;;;;;
9704;6;10;2;1;4;1;0;2;4;30;10,14;3,57;117;;;;;;;;
9852;9;9;2;1;6;2;1;5;6;33;11;3,28;77;;;;;;;;
9896;5;8;2;4;4;1;0;6;4;131;17;15;154;;;;;;;;
9923;10;10;2;1;4;1;1;3;4;35;10;3,73;50;;;;;;;;
10028;8;8;2;1;1;1;1;3;1;30;5;7,5;118;;;;;;;;
53501;10;15;3;1;1;1;0;3;1;31;8;2,75;83;;;;;;;;
53502;8;6;3;1;5;2;0;3;5;35;7;3,89;61;;;;;;;;
53505;4;7;3;1;4;1;0;4;2;40;7,55;5,3;65;;;;;;;;
10174;10;6;2;4;4;1;0;6;3;83;17;5;100;;;;;;;;
10249;9;3;2;1;5;2;1;3;5;35;10;3,47;91;;;;;;;;
10291;5;1;2;1;5;1;1;6;4;51;44,2;3,53;145;;;;;;;;
53510;10;6;3;1;5;1;0;4;4;32;6,5;3,11;73;;;;;;;;
53511;9;3;3;4;2;1;0;3;2;43;15,42;3,51;62;;;;;;;;
53512;1;5;3;1;4;1;0;3;3;41;6,83;6;112;;;;;;;;
53513;10;5;3;1;5;2;0;3;4;34;8,7;3,59;69;;;;;;;;
53514;1;1;3;4;3;1;0;4;4;42;7;6;109;;;;;;;;
53515;4;14;3;1;2;1;0;3;2;35;10;2,59;72;;;;;;;;
53518;9;2;3;1;5;2;1;5;3;56;38,53;3,65;121;;;;;;;;
53521;10;16;3;4;2;1;0;3;2;32;11;3,93;55;;;;;;;;
53523;10;5;3;1;5;2;0;3;4;35;8;3,42;67;;;;;;;;
53526;1;6;3;1;4;1;0;4;2;65;16;3,15;81;;;;;;;;
53539;12;1;3;1;7;1;1;10;5;90;22,5;3,61;80;;;;;;;;
10311;9;7;2;4;4;1;1;6;4;70;55,57;3,99;121;;;;;;;;
10412;4;12;2;1;5;1;1;3;5;27;7;3,19;112;;;;;;;;
53543;6;4;3;1;5;1;0;3;5;35;16,81;3,62;105;;;;;;;;
53544;6;10;3;1;4;1;0;4;2;36;10;3,58;152;;;;;;;;
10413;6;9;2;1;5;2;1;3;5;48;12;3,48;85;;;;;;;;
53549;4;7;3;1;4;1;1;4;2;84;33,48;3,44;95;;;;;;;;
10460;9;4;2;1;5;1;0;5;5;80;13,33;6;112;;;;;;;;
10518;5;8;2;1;3;1;0;4;2;48;8;6;116;;;;;;;;
10605;4;1;2;1;4;1;0;6;4;45;6;75;162;;;;;;;;
53561;12;4;3;1;6;1;0;4;6;33;8,25;3,76;78;;;;;;;;
53562;11;1;3;1;3;1;1;3;4;46;11,5;2,92;56;;;;;;;;
53563;1;3;3;1;5;2;0;4;3;38;27,01;3,73;107;;;;;;;;
53565;7;6;3;4;5;1;0;6;4;39;7;3,36;107;;;;;;;;
53576;4;1;3;1;4;1;1;4;4;76;26,13;3,63;83;;;;;;;;
53583;6;11;3;1;5;1;1;4;5;50;19,39;3,89;80;;;;;;;;
53585;24;2;3;1;2;1;1;1;2;55;15;3,56;14;;;;;;;;
10741;9;1;2;1;5;1;0;6;4;63;26,25;3,85;268;;;;;;;;
53587;7;10;3;1;4;1;0;4;3;32;7,5;2,8;153;;;;;;;;
53588;3;6;3;1;4;1;0;3;2;22;9,04;3,38;95;;;;;;;;
10974;10;5;2;1;5;2;1;4;5;60;12;5;73;;;;;;;;
10988;10;12;2;4;3;1;1;4;3;70;14;5,2;76;;;;;;;;
53595;7;20;3;1;4;1;0;4;3;43;9;3,48;74;;;;;;;;
53596;1;5;3;4;4;1;0;5;3;51;9;3,89;88;;;;;;;;
11116;6;11;2;4;2;1;1;2;3;68;15;5;102;;;;;;;;
53598;9;3;3;1;4;1;0;4;3;40;12;3,13;97;;;;;;;;
53599;5;1;3;1;1;1;1;1;1;77;52,67;3,69;40;;;;;;;;
53600;5;4;3;1;5;1;0;3;5;31;4;7;96;;;;;;;;
53605;9;4;3;1;5;2;0;4;5;40;10;2,71;137;;;;;;;;
11194;5;4;2;1;5;2;0;6;5;52;11;3,31;130;;;;;;;;
53607;10;5;4;1;3;1;1;4;3;50;10;3,87;76;;;;;;;;
53610;9;5;3;1;5;2;0;3;4;31;13,54;3,11;87;;;;;;;;
53615;5;6;3;1;5;1;1;6;5;60;12;5;166;;;;;;;;
53616;7;8;3;1;4;1;0;5;4;64;13;3,64;70;;;;;;;;
53618;9;6;3;1;4;1;1;4;2;60;12;5;105;;;;;;;;
11261;10;4;2;1;3;1;0;4;2;46;13;3,92;100;;;;;;;;
53622;5;3;3;1;5;1;1;7;3;46;5,11;9;78;;;;;;;;
53626;9;4;3;1;5;1;0;4;3;41;10;3,7;131;;;;;;;;
53628;8;4;3;1;5;2;0;4;3;30;9;2,99;113;;;;;;;;
53629;6;12;3;1;6;1;0;4;4;40;10;2,38;175;;;;;;;;
53630;9;2;3;1;4;1;0;4;2;35;11;3,87;105;;;;;;;;
11309;11;1;2;4;7;1;1;8;6;62;12,4;5;82;;;;;;;;
53635;1;3;3;1;2;1;0;2;3;30;5;7;80;;;;;;;;
53636;9;4;3;1;3;1;0;5;4;36;8;3,82;94;;;;;;;;
11317;9;5;2;1;4;1;1;4;4;60;38,66;3,95;149;;;;;;;;
53643;6;10;3;1;3;1;0;2;4;28;10,63;3,55;81;;;;;;;;
53645;8;7;3;1;4;1;1;4;4;46;14;2,7;76;;;;;;;;
11425;3;6;2;1;2;1;1;4;2;68;16,6;2,38;485;;;;;;;;
53648;9;5;3;1;4;1;0;4;4;45;22,98;3,09;148;;;;;;;;
11438;6;18;2;1;4;1;0;5;4;50;16,79;2,59;166;;;;;;;;
53655;10;15;1;4;5;1;1;4;4;85;17;5;117;;;;;;;;
53656;5;8;3;1;5;1;1;6;5;60;12;5;91;;;;;;;;
11479;7;6;2;1;3;1;0;3;3;67;28,09;3,4;41;;;;;;;;
11496;9;2;2;1;9;1;0;10;8;171;28,5;6;233;;;;;;;;
11507;9;5;2;1;5;1;1;6;4;50;10;3,65;128;;;;;;;;
11726;9;5;2;1;4;1;1;4;3;38;9,8;3,15;100;;;;;;;;
11728;6;17;2;1;5;2;0;7;4;51;7,85;6,5;392;;;;;;;;
53671;9;4;3;4;6;2;1;4;5;46;12;2,36;71;;;;;;;;
53672;5;6;3;4;6;2;0;6;6;34;10;3,28;111;;;;;;;;
53676;8;5;3;1;4;1;0;4;2;38;10;3,28;63;;;;;;;;
11786;9;4;2;1;5;1;1;5;5;46,2;12,4;3,56;141;;;;;;;;
53680;10;12;4;4;4;1;0;4;2;80;13;5;82;;;;;;;;
53682;1;1;3;1;5;1;0;6;3;45;8;5,6;235;;;;;;;;
53683;8;3;3;4;3;1;0;4;4;37;10,5;3,54;94;;;;;;;;
53684;8;2;3;4;4;1;0;4;4;35;10;3,53;74;;;;;;;;
53687;8;6;3;1;6;1;0;5;6;25;7,8;3,99;74;;;;;;;;
53688;8;11;3;4;4;1;1;4;3;50;8;6;58;;;;;;;;
53689;9;4;3;4;1;1;0;3;1;29;16,89;3,7;94;;;;;;;;
12141;8;3;2;1;3;1;1;4;2;104;20;3,65;211;;;;;;;;
53693;1;3;3;1;5;1;1;6;3;50;23,81;3,6;130;;;;;;;;
