;Quận;Phường;Loại hình nhà ở;Giấy tờ pháp lý;Số tầng;Phòng Khách;Car room;Số phòng ngủ;WC;Diện tích; Dài ;    Rộng    ;Giá/m2
11744;5;1;3;4;2;1;1;1;4;83;15,5;5;84,22
11746;8;8;3;1;1;1;0;3;1;34;8;3,62;73,53
11747;9;11;2;1;5;2;0;4;4;54;18,74;3,07;112,96
11750;6;20;3;4;2;1;0;2;3;32;7;3,71;92,23
11753;8;13;3;1;5;1;0;4;3;38;18,35;3,82;55,26
11755;10;2;3;4;1;1;0;2;1;38;11;3,6;34,21
11757;2;7;2;1;6;1;0;4;6;30;10,14;2,74;33,33
11760;28;9;3;4;5;2;0;4;5;60;15;3,64;53,33
11761;9;4;2;1;4;1;0;4;2;52;12,6;3,52;134,62
11763;9;11;3;1;5;2;1;6;4;66;13,2;5;95,45
11764;6;3;3;4;6;1;0;5;4;39;30,75;3,66;120,26
11768;5;8;2;4;2;1;0;1;3;67;9,37;9,64;108,96
11771;5;4;3;1;4;1;0;4;2;42;23,34;3,74;83,33
11772;6;10;3;1;4;1;0;4;3;52;33,65;3,84;96,15
11777;6;10;1;1;3;1;1;4;2;100;12,5;8;170
11780;9;11;2;1;4;1;0;3;2;40;17,01;3,41;159,75
11781;5;1;3;4;4;1;0;6;3;40;10;3,96;95
11782;6;15;3;1;4;1;0;4;2;33;10;3,22;89,39
11786;9;4;2;1;5;1;1;5;5;46,2;12,4;3,56;141,3
11787;6;9;2;4;2;1;0;3;4;25;8;3,49;180
11788;1;3;2;1;6;2;0;10;6;187;14,38;13;144,39
11789;10;12;4;1;5;1;1;4;5;55;13,75;2,72;125,45
11790;8;10;3;1;4;1;0;4;4;37;10;4;64,86
11791;8;5;3;1;5;1;0;3;5;30;5,45;5,5;95
11795;10;4;2;1;3;1;0;4;4;48;19,39;3,99;150
11801;11;1;3;1;5;1;1;5;3;52;13;3,54;82,69
11802;4;8;3;1;5;1;0;3;4;70;55,69;3,25;55
11803;6;10;3;1;6;1;0;8;5;36;32,84;3,68;119,44
11806;5;3;2;1;5;1;0;6;4;48;9,2;3,72;170,83
11815;9;4;3;1;3;1;0;4;4;48;12;3,45;135,42
11818;6;4;3;1;3;1;0;3;2;40;10;2,75;47,5
11820;5;1;3;1;4;1;0;4;4;35;26,83;3,77;92,86
11822;28;3;2;1;2;1;0;2;4;55;18,33;3,63;27,27
11825;9;5;3;1;3;1;0;4;3;35;20,84;3,48;145,71
11833;6;4;3;1;4;1;0;2;4;15;5;3,82;90
11835;9;1;3;1;5;2;0;4;4;45;37,06;3,66;73,33
11842;10;2;3;1;4;1;0;4;3;37;15,71;3,97;70,27
11843;5;8;3;1;6;1;0;6;4;34;4,25;8;108,82
11850;6;5;3;1;5;2;0;3;3;25;9;3,58;132
11853;8;4;3;4;2;1;0;3;2;30;10;3,93;79,67
11854;18;6;2;2;3;1;1;5;4;132;22;6;53,79
11855;7;8;3;1;5;2;0;3;5;42;10;2,83;70,24
11856;8;5;2;1;4;1;1;4;3;45;15,73;3,8;82,22
11857;9;3;3;4;3;1;0;4;3;50;25,09;3,94;64
11858;5;7;3;1;4;1;0;4;2;40;10;3,71;288,75
11862;6;15;3;1;4;1;0;3;4;30;7,2;2,45;193,33
11864;4;8;3;1;3;1;1;4;3;77;11,8;6,5;67,53
11865;4;6;4;1;5;2;0;4;3;33;6,2;5,5;83,33
11870;5;4;3;1;3;1;0;3;2;57;11;5,2;68,42
11875;6;13;2;1;5;2;1;2;3;100;47,76;2,71;200
11876;1;13;3;1;5;1;1;4;5;133;16;9;86,47
11877;3;6;3;1;4;1;0;4;3;50;13;3,97;84
11886;3;7;3;1;5;2;0;3;3;34;14,15;2,94;120,59
11887;12;6;2;1;7;1;0;3;7;50;12;45;200
11888;4;3;3;4;6;1;0;4;5;40;11;3,79;72,5
11890;8;8;2;4;6;1;1;6;4;40;25,21;3,94;66,25
11891;7;19;3;1;5;1;0;3;5;35;14,03;3,13;71,43
11893;4;1;3;1;6;1;1;4;5;50;12;3,39;100
11895;6;6;3;1;4;1;0;4;4;35;24,9;3,71;100
11896;10;6;3;1;2;1;0;2;2;46;16,19;3,73;52,17
11898;6;6;3;1;5;2;0;9;3;38;11;3,64;128,95
11899;5;6;3;4;5;1;0;5;5;45;10;2,79;68,89
11900;4;6;3;1;5;1;0;5;3;47;9,4;3,89;112,77
11901;5;8;3;1;5;1;0;5;4;50;32,94;2,26;108
11903;6;6;3;4;3;1;0;3;4;40;9;3,81;102,5
11904;6;13;3;1;5;1;0;4;4;45;16,28;3,97;86,67
11911;8;2;2;1;5;1;0;6;5;45;9;3,85;88,89
11912;5;1;3;4;3;1;0;4;4;34;17,66;3,51;95,59
11913;5;4;3;1;5;1;0;3;3;30;7,5;3,51;123,33
11914;6;4;3;1;4;1;0;3;4;30;15,47;3,05;110
11918;6;15;3;1;4;1;0;4;3;74;57,83;3,98;64,19
11919;3;1;3;1;5;2;0;5;3;50;30,38;3,28;122
11921;8;1;3;1;6;1;0;3;6;29;4,4;6,7;106,9
11922;5;6;3;1;4;1;0;4;4;45;29,32;3,05;144,44
11928;6;10;2;4;2;1;0;3;2;30;3;10;295
11929;6;10;3;1;4;1;1;4;2;55;36,35;3,67;90,91
11931;9;3;3;1;5;1;0;3;4;42;17,92;3,02;94,05
11933;8;3;3;4;2;1;0;3;2;42;10;3,07;71,43
11935;6;6;3;4;5;1;1;6;4;52;12;3,04;93,27
11936;10;5;3;1;4;1;0;4;2;42;7,64;5,5;58,33
11939;6;18;3;1;3;1;0;3;4;26;12,43;3,17;115
11941;10;1;2;4;4;1;1;4;2;115;14,38;8;30,43
11944;10;14;4;1;5;2;1;6;4;83;16,5;5;108,43
11948;19;8;3;4;5;2;0;4;3;33,4;6;6;66,67
11949;10;6;3;4;1;1;0;3;1;33;10;3,98;65,15
11950;4;3;4;1;5;2;0;4;3;96;14;5;72,92
11951;6;15;3;1;5;1;0;3;4;30;17,61;3,79;98,33
11954;10;13;3;1;4;1;0;3;3;37;10,5;3,55;86,49
11955;3;1;3;1;4;1;0;4;2;50;12;3,66;72
11957;4;1;3;1;3;1;0;4;2;100;20;5;79
11958;19;3;4;1;4;1;0;6;4;100;20;5;77
11960;8;5;3;4;1;1;0;3;1;25;6;3,63;91,6
11962;9;5;3;4;6;1;1;6;5;56;14;3,68;69,64
11964;8;2;3;1;5;2;0;5;3;54;30,96;3,96;101,85
11970;4;13;2;4;5;1;1;5;4;94,6;19;5;106,38
11973;12;4;3;1;5;1;0;3;4;36;9;2,3;80,56
11975;9;7;3;1;5;1;0;5;5;41;3,6;11,39;180,49
11976;9;8;4;1;5;1;0;4;5;67;45,59;3,8;89,55
11977;10;16;2;1;4;1;0;4;2;34;10;2,49;39,71
11978;7;7;3;1;5;2;0;4;4;30;7;3,58;98,33
11981;10;6;3;4;6;1;0;4;4;35;14,82;3,91;64,29
11985;3;6;3;4;6;1;0;4;4;33;3;11;90,91
11989;6;9;3;1;5;2;0;4;5;56;20,13;2,29;66,96
11991;5;4;3;1;4;1;0;4;2;36;10;3,02;213,89
11992;25;2;3;4;1;1;0;1;1;77;20;3,59;11,69
11993;8;14;4;1;5;2;1;7;3;68,8;17,2;3,68;114,56
11994;28;4;3;1;6;2;0;6;4;41;8,72;3,42;64,63
11995;7;2;3;1;5;2;0;3;3;28;9;3,33;82,14
11999;8;2;2;1;5;2;0;6;5;45;9;3,64;88,89
12004;10;16;3;1;4;1;0;4;3;34;9,72;3,17;55,88
12005;12;9;3;1;4;1;0;2;3;45;14;3,95;86,67
12010;9;5;3;1;5;1;0;3;4;35;33,37;3,37;77,14
12013;9;6;2;4;7;2;0;8;5;65;50,5;3,52;238,46
12014;6;17;4;1;2;1;0;3;4;100;16;6;100
12015;6;10;3;1;5;2;0;6;4;59;12;5;83,05
12016;6;4;3;4;4;1;0;4;4;32;8;8;85,94
12018;10;6;2;1;6;1;1;6;6;50;10;3,88;130
12019;7;8;3;1;3;1;0;3;3;45;11;3,54;65,56
12020;6;15;3;1;4;1;0;5;4;42;22,52;3,75;130,95
12024;6;2;3;1;4;1;0;2;3;33;22,33;3,75;130,3
12025;4;13;4;4;6;1;1;4;5;76;17,5;3,81;92,11
12029;4;1;3;1;5;2;1;4;5;50;10;3,45;99
12034;9;3;3;4;5;2;0;4;4;30;20,95;3,73;88,33
12036;12;5;3;4;3;1;0;4;3;40;10;3,84;66,25
12037;6;3;3;1;6;1;1;4;6;69;14;5;86,67
12038;9;6;3;1;6;2;0;3;4;30;10,47;3,63;131,67
12039;6;18;3;1;4;1;0;3;2;21;9,11;3,97;119,05
12040;6;10;3;4;2;1;0;3;3;33;8,5;3,89;101,52
12044;9;2;3;4;4;1;1;4;4;58;33,51;3,12;59,48
12049;3;2;3;4;5;1;0;4;4;80;16;5;181,25
12051;6;17;2;4;4;1;1;4;2;55;13;3,91;109,09
12053;4;4;3;1;4;1;0;5;3;50;11,2;3,91;95
12056;6;2;3;1;5;1;0;3;5;16;5,5;3,53;62,5
12058;7;3;3;1;4;1;0;3;2;23;6,3;3,87;113,04
12061;5;6;3;4;6;2;0;6;4;55;11,5;3,09;92,73
12062;5;1;2;1;5;1;1;5;4;80;16;5;181,25
12074;17;15;2;1;3;1;0;4;3;182;24;8,25;15,93
12076;8;7;3;1;5;1;0;3;5;42;9;3,73;66,67
12077;5;1;3;1;3;1;0;2;3;33;25,47;3,75;81,82
12085;6;5;3;1;5;2;0;3;4;31;15,2;3,4;93,39
12086;9;5;3;1;5;1;0;4;4;45;16,12;3,32;84,44
12088;8;7;4;1;4;1;1;5;2;200;16,67;12;100
12091;5;8;3;1;5;1;0;5;3;32;15,1;2,4;103,13
12093;6;11;3;4;1;1;0;3;1;32;30,93;3,73;104,69
12095;6;10;2;1;6;1;1;4;5;55;24,85;3,69;90,91
12099;6;2;3;4;3;1;0;6;2;60;7;8;128,33
12100;6;7;3;1;6;2;0;8;6;33;25,52;3,83;130,3
12102;6;17;3;1;1;1;1;3;1;59;12,8;3,58;100
12104;4;11;1;4;4;1;2;4;4;140;18;7,5;100
12113;1;3;3;1;9;2;1;10;9;60;24,6;2,37;216,67
12114;5;6;3;1;5;2;0;5;4;44;5,5;8;134,09
12119;6;13;3;4;3;1;0;4;4;59;10;5,9;101,69
12121;9;7;3;1;5;1;1;4;3;50;18,9;3,24;119
12123;10;14;3;1;3;1;0;2;3;21;7;3,81;83,33
12127;12;4;3;1;4;1;0;4;3;40;11,43;2,94;82,5
12130;7;3;3;1;3;1;0;2;4;24;12,58;2,37;79,17
12131;6;19;3;1;4;1;0;4;3;40;17,42;3,83;90
12132;10;5;4;4;5;1;0;8;3;72,5;14,5;5;120,11
12135;8;13;3;4;2;1;0;2;4;30;9;3,67;17,67
12139;9;5;3;1;6;2;1;4;4;70;14;5;85,71
12141;8;3;2;1;3;1;1;4;2;104;20;3,65;211,54
12142;4;1;2;1;4;1;1;4;2;60;11;55;133,33
12143;6;6;3;1;2;1;0;2;3;40;13;2,94;132,25
12149;6;15;3;1;4;1;0;4;2;71;43,18;3,77;66,9
12154;8;8;3;1;4;1;0;5;4;55;16;3,69;71,82
12159;7;17;3;1;5;2;0;3;5;30;10;3,97;125
12160;18;1;1;3;4;1;2;4;2;150;15;10;84
12166;8;11;2;1;4;1;1;4;3;45;14;3,5;77,78
12167;6;19;3;1;4;1;0;4;3;45;9;3,69;100
12169;6;11;3;1;1;1;1;3;1;54;10;5,5;105,56
12175;10;5;3;1;3;1;0;3;3;33;9,7;3,37;40,91
12178;9;6;3;1;5;1;0;4;4;38;10;3,75;92,11
12180;6;6;2;4;1;1;1;3;1;60;10;6;99,93
12184;4;7;3;1;5;2;0;4;4;46;10;3,31;79,35
12188;9;6;3;4;3;1;0;4;2;39;23,1;3,73;85,9
12191;6;19;3;1;5;2;0;4;3;32;5,33;6;109,38
12193;7;20;3;1;5;1;0;3;3;40;10;2,94;71,25
12194;28;8;3;1;5;1;0;4;3;36;10,29;3,3;51,39
12195;25;2;3;4;2;1;0;3;3;93;23;3,52;13,98
12197;4;6;3;1;5;1;0;3;5;35;6,25;5,6;81,43
12199;9;1;2;1;5;1;0;6;3;65;34,28;3,32;260
12200;6;5;3;4;1;1;0;3;1;24;9;3,72;137,5
12203;6;18;3;1;5;2;0;3;4;27;8;3,4;92,59
12204;6;3;3;1;6;1;0;4;6;43;8;3,26;116,28
12205;2;3;3;1;4;1;0;2;2;40;26,19;3,58;107,5
12208;6;1;3;1;3;1;0;5;2;23;7;3,02;152,17
12210;9;3;3;1;5;1;0;6;4;45;27,92;3,58;93,33
12213;6;5;3;1;5;2;0;3;5;28;6;3,68;116,07
12214;10;13;2;4;4;1;1;5;2;54;28,17;3,54;100
12216;5;1;3;1;4;1;1;5;3;63;17;3,93;72,22
12224;6;17;4;4;6;2;0;5;4;58;10;5,8;103,41
12226;6;5;2;1;5;2;0;3;4;27;6,7;3,48;122,22
12231;10;9;3;1;5;1;0;4;4;30;6,4;3,75;91,67
12235;10;15;3;1;4;1;0;3;2;35;24,23;3,53;72,86
12236;4;6;3;1;5;1;0;3;3;32;9;3,89;68,75
12238;6;17;3;1;2;1;0;3;4;45;10;3,68;124,44
12239;1;8;3;1;4;1;0;2;4;42;7;6;104,76
12241;6;4;3;4;4;1;0;4;3;50;19,65;3,85;90
12243;6;15;3;4;4;1;0;4;3;56;10;5,6;107,13
12249;12;9;2;1;9;2;0;10;9;85;17;5;198,82
12251;12;9;3;1;3;1;1;3;4;46;13;3,72;76,09
12252;9;3;3;1;5;1;0;5;4;51;8,5;6;58,43
12253;1;6;2;1;3;1;0;4;4;68;15;2,58;142,65
12254;5;8;3;1;4;1;0;4;3;45;11,25;3,63;91,11
12257;28;5;3;1;3;1;1;3;3;72;16;3,59;33,33
12259;12;6;2;4;5;1;1;10;3;55;12,5;3,53;227,27
12263;8;7;3;1;4;1;0;3;3;45;25,86;3,58;100
12264;10;12;3;4;5;2;0;4;4;50;9;2,28;90
12265;6;4;3;1;4;1;1;3;3;59;16,38;3,13;76,27
12266;10;6;2;2;4;1;0;3;4;46;19,67;3,21;139,13
12270;4;11;2;1;5;2;1;3;3;33;9;2,34;92,42
12272;8;1;2;1;5;1;1;6;5;44;13;2,85;97,73
12273;8;3;3;1;4;1;0;3;4;30;4;2,47;63,33
12276;6;15;3;1;3;1;0;3;2;23;12,87;2,69;82,61
12279;6;7;3;1;6;2;1;4;6;50;11;2,31;84
12281;5;3;3;1;5;1;0;3;5;34;8;2,25;86,76
12282;5;1;3;1;4;1;0;4;3;63;16;2,34;73,02
12284;9;10;2;4;4;1;0;4;4;80;27,86;3,66;275
12285;4;8;3;1;4;1;1;4;3;50;10;2,42;57,2
12287;6;9;2;4;4;1;0;4;4;55;10;5,5;109,09
12291;3;1;3;1;5;2;0;4;4;37;6,85;5,4;104,05
12293;5;3;3;1;5;2;0;3;5;55,5;9,25;6;70,73
12296;1;14;3;1;2;1;0;1;4;16;15,81;3,72;78,13
12297;5;3;2;1;5;2;0;6;5;65;10,83;6;192,31
12299;5;6;3;1;5;1;0;7;5;36,8;31,86;3,32;107,78
12303;5;2;3;1;5;2;0;4;5;35;19,32;3,16;82,29
12308;5;4;2;4;5;2;1;4;3;50;10;3,66;130
12312;7;18;2;4;2;1;0;2;4;30;10;3,22;75
12313;9;3;3;1;3;1;1;3;2;50;44,76;3,66;72
12314;5;6;3;1;4;1;0;5;3;66;13,2;5;75,45
12315;8;5;2;1;3;1;1;3;2;42;18,1;3,92;90,48
12320;6;20;3;1;4;1;0;4;2;37;10;3,8;116,22
12321;1;7;3;1;5;2;0;3;5;38;18,88;2,39;101,32
12322;8;4;3;1;5;2;0;3;4;35;12,35;3,72;77,14
12323;3;6;2;1;4;1;0;4;2;45;12;3,9;53,33
12326;8;4;3;1;4;1;0;4;2;40;13,51;3,72;62,5
12331;4;1;3;1;5;1;1;5;4;52;12;3,41;91,35
12332;5;8;3;1;5;2;0;6;4;40;11;3,64;111,25
12334;8;6;3;1;5;1;0;4;5;30;14,74;3,72;90
12336;6;5;2;1;4;1;0;4;4;45;23,49;3,84;126,67
12338;8;11;3;1;5;2;0;4;5;42;22,82;3,54;72,62
12340;9;4;4;4;5;1;0;4;4;45;19,01;3,79;95,56
12341;6;6;2;1;1;1;1;3;1;36;16;2,31;116,67
12343;8;5;3;1;5;1;0;4;4;58;10;3,1;86,21
12344;7;18;3;1;4;1;0;3;4;40;12;2,94;80
12347;6;13;3;1;5;2;0;4;3;40;8;3,62;73,75
12355;9;8;2;4;6;1;0;8;4;58;14;2,52;344,83
12359;6;9;2;1;5;2;0;4;5;36;12,97;3,11;191,67
12365;1;5;3;1;4;1;0;3;3;23;8;3,62;104,35
12367;9;8;3;1;4;1;0;4;4;40;10;3,96;87,5
12368;1;3;3;1;3;1;0;2;4;32;4;8;89,06
12371;9;10;2;4;8;1;0;10;6;90;16;5;416,67
12374;9;11;3;1;4;1;1;6;2;59;9,83;6;55,93
12378;1;6;2;1;5;1;1;4;5;50;10;5,4;136
12384;4;2;2;1;1;1;0;3;1;30;8,28;3,63;78,33
12387;7;18;3;1;2;1;1;3;2;50;10;3,5;86
12389;10;15;2;1;6;1;1;4;6;38;10;3,6;136,84
12393;8;4;3;1;5;1;0;4;3;35;11;3,92;102,86
12395;28;11;3;1;3;1;0;4;2;40;8;3,61;71,25
12396;9;3;2;1;3;1;0;3;2;45;28,81;3,93;76,67
12397;3;1;3;1;5;2;0;3;4;32;10;2,52;93,75
12400;8;14;2;1;4;1;0;3;2;30;5,26;5,7;85
12401;9;5;3;1;5;1;0;3;4;34;10;3,68;96,47
12403;1;6;3;1;5;1;0;6;3;45;16,08;3,4;105,56
12404;8;2;3;1;4;1;1;4;2;64;9,1;7;106,25
12413;28;9;3;1;1;1;0;3;1;42;11,7;2,85;47,6
12415;6;6;2;1;6;2;1;5;4;65;47,4;3,98;138,46
12416;3;6;3;1;5;1;0;6;3;44;13;3,97;95,45
12417;10;16;2;1;5;2;1;6;4;35;9;3,43;47,14
12418;9;8;3;1;1;1;0;3;1;35;10;3,9;58,57
12419;7;15;2;4;2;1;0;2;4;25;7;2,66;106
12420;9;5;3;4;6;1;0;4;5;42;16,46;3,72;90,48
12421;9;6;3;1;5;1;0;4;4;40;8;2,79;123,75
12422;6;21;2;1;4;1;0;2;4;35;24,04;3,18;130
12424;4;1;2;1;4;1;1;5;4;40;5,71;7;162,5
12431;8;11;3;1;4;1;1;3;3;55;11;3,91;118,18
12432;7;13;2;4;6;1;0;4;5;55;11,5;2,65;103,64
12433;4;14;2;1;2;1;0;3;3;40;28,1;2,35;80
12434;5;8;1;1;5;2;1;4;4;45;7,5;6;126,67
12435;8;1;3;4;5;2;1;4;4;63;13;5;126,19
12438;6;7;3;1;5;2;0;5;4;40;10;3,76;175
12446;2;1;3;1;4;1;0;3;2;38;5,21;7,3;113,16
12449;10;5;2;1;5;1;1;4;3;40;13,66;3,86;120
12452;6;12;3;1;3;1;0;2;2;35;12,31;3,12;97,14
12454;8;6;3;1;4;1;0;4;2;40;22,37;3,97;61,25
12455;3;3;3;1;4;1;0;5;3;110;14;8;51,82
12456;9;3;3;4;2;1;0;3;4;34;13,71;2,98;80,88
12458;8;2;3;1;3;1;0;4;2;49;21,3;2,34;73,47
12459;9;2;3;1;4;1;0;4;3;35;24,43;3;105,71
12462;9;11;3;1;4;1;0;4;3;42;18,43;3,04;76,19
12464;6;17;3;1;5;1;0;3;5;20;15,31;3,2;114
12465;7;3;3;1;5;2;0;5;4;46;10;3,78;86,96
12471;1;3;3;1;4;1;0;3;3;42;14,53;3,09;61,9
12477;8;13;2;1;5;2;1;8;5;35;10;3,52;91,43
12478;10;13;2;1;7;2;0;3;6;60;7,32;8,2;163,33
12480;4;12;4;1;5;1;0;3;5;35;16,2;3,55;75,71
12482;1;5;3;4;5;1;0;3;5;38;29,69;3,86;85,53
12485;6;10;3;4;2;1;0;2;3;34;12,53;3,87;67,06
12489;10;8;2;1;3;1;1;6;4;83;20;2,78;87,95
12492;5;2;2;1;5;1;0;5;4;37;10;3,92;208,11
12494;5;7;2;1;4;1;1;4;4;60;42,45;3,61;141,67
12495;10;14;3;1;5;2;0;3;3;35;14,84;3,51;77,14
12497;7;3;3;1;4;1;0;4;2;48;19,12;3,92;60,42
12498;5;1;3;1;5;2;0;5;4;45;7;6;117,78
12499;6;7;3;1;4;1;1;3;4;70;13;6;64,29
12501;10;2;3;4;6;1;0;4;6;39;30,99;3,14;56,41
12506;8;8;3;4;2;1;0;3;3;42;12;3,01;71,43
12508;8;4;3;1;5;2;0;4;3;35;9;3,17;102,86
12509;9;3;2;1;5;2;1;4;3;43;11;3,99;123,26
12513;8;2;3;1;5;2;1;3;5;47;21,89;3,81;65,96
12515;6;3;2;4;2;1;1;3;3;80;7,5;12;85
12516;10;6;4;1;4;1;0;3;3;82;16,4;5;109,76
12522;1;1;3;1;5;1;1;6;4;70;13,46;5,2;82,86
12529;9;5;3;4;5;1;0;4;3;45;20,75;3,43;86,67
12531;9;4;3;1;5;2;1;4;3;48;11;3,48;145,83
12535;5;7;3;1;5;1;1;4;3;70;33,11;3,55;224,29
12541;7;19;3;4;3;1;0;4;3;35;17,9;2,49;68,57
12542;3;1;2;4;2;1;1;3;3;40;27,48;3,67;275
12546;10;17;2;4;1;1;1;3;1;40;10;2,49;80
12548;7;2;2;4;1;1;0;3;1;32;16;3,91;150
12551;1;13;3;1;4;1;0;3;4;30;11,55;3,77;96,33
12554;19;3;4;1;4;1;1;6;4;92;20;5;83,7
12555;6;10;3;1;4;1;0;3;4;28;7;3,53;94,64
12556;6;12;3;1;4;1;1;4;3;75;11,5;6,5;184
12559;8;6;2;1;3;1;0;3;2;45;40,23;3,59;58,89
12560;10;16;3;1;3;1;0;3;4;39;9,8;3,04;37,18
12564;6;7;3;1;5;1;0;3;3;31;6;5,2;106,45
12567;6;6;3;1;4;1;0;3;2;36;34,65;3,66;91,67
12572;6;10;2;1;4;1;1;4;4;238;29,75;8;268,91
12575;4;8;3;1;5;2;0;3;3;38;10;2,61;64,47
12576;6;3;3;1;2;1;0;3;2;68;6;5,5;42,65
12579;8;2;3;1;5;2;0;4;3;45;10;3,46;62,22
12583;5;1;3;1;4;1;0;4;3;32;11,71;3,57;187,5
12586;7;20;3;1;5;1;0;3;4;40;19,22;3,89;71,25
12587;6;6;2;1;5;2;0;3;5;35;14,38;3,95;137,14
12590;9;6;3;4;2;1;0;2;2;28;9,77;3,66;83,93
12591;7;3;2;4;2;1;0;2;3;38;30,24;3,96;47,37
12592;12;4;3;1;5;1;0;4;5;35;11;3,4;75,71
12593;7;19;2;1;2;1;0;3;2;35;7;3,54;78,57
12594;7;6;3;1;2;1;0;2;3;24;6;2,46;68,75
12596;6;6;3;1;5;2;0;3;3;36;25,18;3,79;91,67
12598;8;8;3;1;5;1;0;3;4;36;10;3,69;77,78
12602;9;5;3;1;5;1;0;3;5;35;13,14;3,53;84,29
12606;1;3;3;1;5;2;0;3;3;20;5;3,55;120
12611;6;6;4;4;3;1;0;5;2;55;10;5,5;151,73
12612;5;6;3;4;6;2;1;6;4;55;11;3,75;92,73
12613;8;8;2;4;3;1;1;6;3;54;9;6;105,56
12616;7;3;2;1;5;1;0;6;3;60;8;8;111,67
12617;9;3;3;1;5;1;0;3;5;35;14,79;3,71;71,43
12619;9;3;3;1;4;1;0;4;2;43;26,42;3,19;72,09
12623;8;13;2;1;5;2;0;8;3;32;9;3,46;79,69
12628;11;7;2;4;2;1;1;2;3;45;6,43;7;84,44
12630;10;8;3;1;4;1;0;3;3;35;15,73;3,09;125,71
12637;10;8;3;2;5;1;0;3;5;33;17,15;3,88;76,67
12639;6;10;3;4;4;1;0;4;3;48;7,38;6,5;101,04
12640;5;3;2;1;8;1;1;5;6;80;12;7;250
12641;6;12;3;1;5;2;0;3;5;30;10,77;3,62;96,67
12643;9;9;3;1;5;2;0;3;5;32;10;3,95;76,56
12646;1;5;3;1;4;1;0;3;4;23;6,6;3,74;104,35
12649;6;10;3;1;5;1;0;5;3;50;11;45;96
12652;7;6;2;1;3;1;1;3;2;41;31,15;3,87;92,68
12660;5;1;3;1;1;1;0;3;1;35;24,11;3,51;82,86
12661;6;6;3;1;6;2;0;3;6;34;22,61;3,69;100
12663;6;15;2;1;3;1;1;3;3;85;15;5,4;69,41
12664;9;6;3;1;4;1;0;4;4;45;27,9;3,73;117,78
12669;6;7;3;1;4;1;0;4;2;70;12;6;64,29
12670;1;1;3;4;2;1;0;3;2;33;6;6;119,7
12672;8;8;2;1;5;2;0;6;3;50;10;3,77;114
12675;6;20;3;1;5;2;1;5;4;56;11;3,57;85,71
12677;9;5;2;1;4;1;0;4;2;72;13,85;5,2;90,28
12681;1;3;3;1;3;1;1;6;2;108;13,5;8;69,44
12683;5;4;3;1;5;2;0;3;4;36;13,09;3,54;102,78
12687;10;1;2;4;1;1;0;3;1;110;15;7;31,82
12690;6;9;3;4;2;1;1;3;2;50;34,76;3,78;84
12693;9;5;3;1;5;1;0;3;3;35;16,04;3,42;84,29
12694;28;14;3;1;5;2;0;3;5;31;10,32;2,3;79,03
12703;9;3;3;1;3;1;0;2;2;45;10;3,07;77,78
12704;9;6;3;1;5;1;0;3;3;45;9;3,82;107,78
12707;9;6;3;4;2;1;0;3;4;32;9,5;3,64;70,31
12709;6;15;3;1;4;1;0;4;4;36;24;2,67;102,78
12710;3;4;3;1;5;1;0;3;4;31;8;3,44;98,39
12714;8;13;2;1;5;2;0;8;3;70;15;3,5;113,57
12715;11;12;3;1;4;1;0;4;4;70;14;5;62,14
12718;6;7;3;4;1;1;1;3;1;48;11,3;3,83;82,29
12719;9;3;3;4;2;1;0;3;2;35;15,95;3,27;78,57
12720;5;7;2;1;5;2;0;5;5;65;13;5;146,15
12723;9;3;2;4;6;2;0;6;5;165;30;5,5;84,85
12724;8;7;3;1;3;1;0;3;2;40;19,8;3,28;95
12729;10;6;3;4;2;1;1;2;4;64;10,67;6;42,19
12730;6;17;3;1;4;1;0;4;3;35;7;3,55;132,86
12732;1;3;3;4;6;1;0;4;4;45;13;3,22;93,33
12736;11;12;3;1;4;1;0;4;2;72;14,4;5;60,42
12745;6;2;3;1;5;1;1;8;3;69;8,63;8;72,46
12748;9;5;3;4;6;2;1;4;5;50;43,33;3,83;60
12753;8;3;2;4;4;1;1;4;3;56;24,05;3,5;17,86
12762;6;6;3;1;5;1;0;6;5;37;13,29;3,69;191,89
12767;6;7;3;1;5;1;0;3;3;35;6,73;5,2;94,29
12772;6;17;4;4;1;1;0;3;1;45;9;2,73;153,02
12773;10;4;3;1;3;1;1;3;2;50;13;3,48;34
12777;9;11;3;1;5;1;0;5;4;44;6,98;6,3;118,18
12785;9;7;3;1;4;1;0;3;3;20;11,78;3,13;90
12786;6;17;3;4;3;1;1;4;3;55;31,36;3,09;101,82
12788;4;8;2;1;6;2;0;3;6;33;12,84;3,45;121,21
12789;5;1;3;1;1;1;1;1;1;48;25,78;3,56;110,42
12791;5;2;2;1;9;2;0;10;7;145;14,5;10;424,14
12793;28;11;3;1;4;1;0;4;4;41;14;3,09;58,54
12800;5;8;3;1;5;2;0;6;3;40;12;3,13;99,98
12804;9;3;3;1;5;2;0;6;5;45;4;12;88,89
12812;10;15;3;4;2;1;0;3;3;30;15,05;3,05;83,33
12819;6;15;3;4;2;1;0;3;2;32;8;3;82,81
12827;5;2;3;1;4;1;0;4;4;42;14,95;3,65;89,29
12833;12;10;3;1;4;1;0;4;3;35;7;2,96;68,57
12837;9;8;3;1;4;1;0;4;2;40;23,65;3,41;50
12840;8;7;3;1;5;1;0;3;5;26;9,37;3,92;75
12843;5;4;3;1;5;2;1;6;3;55;13;3,85;92,73
12852;12;3;3;1;5;1;0;6;5;37;9,25;3,45;129,73
